Onderwerpen, Totale oppervlakte, Agrarisch terrein
Regio's, Perioden, ha, ha
Renswoude, 1996, 1852, 1568
Renswoude, 2000, 1852, 1553
Renswoude, 2003, 1852, 1567
Renswoude, 2006, 1852, 1563
Renswoude, 2008, 1852, 1540
Renswoude, 2010, 1852, 1527
Renswoude, 2012, 1851, 1524
Renswoude, 2015, 1851, 1513
Reusel-De Mierden, 1996, NaN, NaN
Reusel-De Mierden, 2000, 7865, 4950
Reusel-De Mierden, 2003, 7865, 4942
Reusel-De Mierden, 2006, 7865, 4938
Reusel-De Mierden, 2008, 7865, 4924
Reusel-De Mierden, 2010, 7865, 4898
Reusel-De Mierden, 2012, 7866, 4867
Reusel-De Mierden, 2015, 7866, 4831
Rheden, 1996, 8439, 2537
Rheden, 2000, 8439, 2527
Rheden, 2003, 8439, 2521
Rheden, 2006, 8439, 2556
Rheden, 2008, 8439, 2557
Rheden, 2010, 8439, 2557
Rheden, 2012, 8435, 2540
Rheden, 2015, 8435, 2500
Rhenen, 1996, 4300, 2230
Rhenen, 2000, 4300, 2223
Rhenen, 2003, 4300, 2194
Rhenen, 2006, 4374, 2221
Rhenen, 2008, 4374, 2215
Rhenen, 2010, 4374, 2217
Rhenen, 2012, 4376, 2197
Rhenen, 2015, 4376, 2197
Ridderkerk, 1996, 2510, 1014
Ridderkerk, 2000, 2510, 962
Ridderkerk, 2003, 2510, 951
Ridderkerk, 2006, 2510, 939
Ridderkerk, 2008, 2510, 939
Ridderkerk, 2010, 2510, 917
Ridderkerk, 2012, 2526, 891
Ridderkerk, 2015, 2526, 919
Rijnwaarden, 1996, 4486, 2907
Rijnwaarden, 2000, 4485, 2861
Rijnwaarden, 2003, 4485, 2817
Rijnwaarden, 2006, 4814, 3073
Rijnwaarden, 2008, 4814, 3078
Rijnwaarden, 2010, 4814, 3091
Rijnwaarden, 2012, 4811, 3035
Rijnwaarden, 2015, 4811, 3037
Rijssen-Holten, 1996, NaN, NaN
Rijssen-Holten, 2000, NaN, NaN
Rijssen-Holten, 2003, NaN, NaN
Rijssen-Holten, 2006, 9440, 5506
Rijssen-Holten, 2008, 9440, 5506
Rijssen-Holten, 2010, 9436, 5454
Rijssen-Holten, 2012, 9438, 5450
Rijssen-Holten, 2015, 9438, 5347
Rijswijk (ZH.), 1996, 1815, 422
Rijswijk (ZH.), 2000, 1815, 236
Rijswijk (ZH.), 2003, 1448, 188
Rijswijk (ZH.), 2006, 1448, 180
Rijswijk (ZH.), 2008, 1448, 178
Rijswijk (ZH.), 2010, 1450, 174
Rijswijk (ZH.), 2012, 1449, 167
Rijswijk (ZH.), 2015, 1449, 104
Roerdalen, 1996, 4902, 2171
Roerdalen, 2000, 4437, 1899
Roerdalen, 2003, 4437, 1882
Roerdalen, 2006, 4437, 1877
Roerdalen, 2008, 8865, 4970
Roerdalen, 2010, 8865, 4954
Roerdalen, 2012, 8873, 4980
Roerdalen, 2015, 8879, 4962
Roermond, 1996, 4167, 1578
Roermond, 2000, 4687, 1792
Roermond, 2003, 4687, 1671
Roermond, 2006, 4687, 1553
Roermond, 2008, 7119, 2869
Roermond, 2010, 7119, 2875
Roermond, 2012, 7110, 2840
Roermond, 2015, 7105, 2788
De Ronde Venen, 1996, 8480, 5883
De Ronde Venen, 2000, 8480, 5836
De Ronde Venen, 2003, 8480, 5823
De Ronde Venen, 2006, 8480, 5802
De Ronde Venen, 2008, 8480, 5731
De Ronde Venen, 2010, 8480, 5692
De Ronde Venen, 2012, 11698, 8184
De Ronde Venen, 2015, 11698, 8157
Roosendaal, 1996, NaN, NaN
Roosendaal, 2000, 10721, 7342
Roosendaal, 2003, 10721, 7320
Roosendaal, 2006, 10721, 7180
Roosendaal, 2008, 10721, 7205
Roosendaal, 2010, 10721, 7180
Roosendaal, 2012, 10716, 7142
Roosendaal, 2015, 10716, 7116
Rotterdam, 1996, 30413, 2925
Rotterdam, 2000, 30424, 2566
Rotterdam, 2003, 30422, 2282
Rotterdam, 2006, 31935, 2083
Rotterdam, 2008, 31935, 2245
Rotterdam, 2010, 31930, 2325
Rotterdam, 2012, 32579, 2293
Rotterdam, 2015, 32416, 2236
Rozendaal, 1996, 2795, 54
Rozendaal, 2000, 2795, 45
Rozendaal, 2003, 2795, 48
Rozendaal, 2006, 2795, 45
Rozendaal, 2008, 2795, 45
Rozendaal, 2010, 2795, 45
Rozendaal, 2012, 2792, 51
Rozendaal, 2015, 2792, 51
Rucphen, 1996, 6096, 4027
Rucphen, 2000, 6449, 4303
Rucphen, 2003, 6449, 4297
Rucphen, 2006, 6449, 4286
Rucphen, 2008, 6449, 4282
Rucphen, 2010, 6449, 4248
Rucphen, 2012, 6448, 4230
Rucphen, 2015, 6448, 4217
Schagen, 1996, 1935, 1306
Schagen, 2000, 1935, 1274
Schagen, 2003, 1935, 1249
Schagen, 2006, 1935, 1235
Schagen, 2008, 1935, 1235
Schagen, 2010, 1935, 1228
Schagen, 2012, 1934, 1229
Schagen, 2015, 18728, 13204
Scherpenzeel, 1996, 1384, 960
Scherpenzeel, 2000, 1384, 948
Scherpenzeel, 2003, 1384, 950
Scherpenzeel, 2006, 1384, 948
Scherpenzeel, 2008, 1384, 941
Scherpenzeel, 2010, 1384, 942
Scherpenzeel, 2012, 1381, 935
Scherpenzeel, 2015, 1381, 934
Schiedam, 1996, 1989, 346
Schiedam, 2000, 1989, 347
Schiedam, 2003, 1989, 357
Schiedam, 2006, 1989, 339
Schiedam, 2008, 1989, 300
Schiedam, 2010, 1989, 346
Schiedam, 2012, 1986, 300
Schiedam, 2015, 1986, 279
Schiermonnikoog, 1996, 19119, 297
Schiermonnikoog, 2000, 19119, 298
Schiermonnikoog, 2003, 19119, 321
Schiermonnikoog, 2006, 19907, 322
Schiermonnikoog, 2008, 19907, 305
Schiermonnikoog, 2010, 19907, 306
Schiermonnikoog, 2012, 19907, 306
Schiermonnikoog, 2015, 19907, 306
Schijndel, 1996, 4137, 2871
Schijndel, 2000, 4165, 2840
Schijndel, 2003, 4165, 2844
Schijndel, 2006, 4165, 2831
Schijndel, 2008, 4165, 2790
Schijndel, 2010, 4165, 2784
Schijndel, 2012, 4166, 2779
Schijndel, 2015, 4166, 2775
Schinnen, 1996, 2413, 1738
Schinnen, 2000, 2413, 1719
Schinnen, 2003, 2413, 1715
Schinnen, 2006, 2413, 1708
Schinnen, 2008, 2413, 1688
Schinnen, 2010, 2413, 1671
Schinnen, 2012, 2412, 1676
Schinnen, 2015, 2412, 1676
Schouwen-Duiveland, 1996, NaN, NaN
Schouwen-Duiveland, 2000, 48865, 16361
Schouwen-Duiveland, 2003, 48865, 16235
Schouwen-Duiveland, 2006, 48894, 15891
Schouwen-Duiveland, 2008, 48894, 15881
Schouwen-Duiveland, 2010, 48894, 15833
Schouwen-Duiveland, 2012, 48821, 15586
Schouwen-Duiveland, 2015, 48821, 15397
Simpelveld, 1996, 1610, 1237
Simpelveld, 2000, 1603, 1219
Simpelveld, 2003, 1603, 1208
Simpelveld, 2006, 1603, 1200
Simpelveld, 2008, 1603, 1199
Simpelveld, 2010, 1603, 1193
Simpelveld, 2012, 1603, 1192
Simpelveld, 2015, 1603, 1192
Sint Anthonis, 1996, 9951, 7783
Sint Anthonis, 2000, 9981, 7808
Sint Anthonis, 2003, 9981, 7805
Sint Anthonis, 2006, 9981, 7814
Sint Anthonis, 2008, 9981, 7798
Sint Anthonis, 2010, 9981, 7788
Sint Anthonis, 2012, 9976, 7687
Sint Anthonis, 2015, 9976, 7762
Sint-Michielsgestel, 1996, 6094, 4661
Sint-Michielsgestel, 2000, 5989, 4549
Sint-Michielsgestel, 2003, 5989, 4537
Sint-Michielsgestel, 2006, 5989, 4534
Sint-Michielsgestel, 2008, 5989, 4518
Sint-Michielsgestel, 2010, 5989, 4511
Sint-Michielsgestel, 2012, 5934, 4431
Sint-Michielsgestel, 2015, 5934, 4386
Sint-Oedenrode, 1996, 6501, 5223
Sint-Oedenrode, 2000, 6495, 5196
Sint-Oedenrode, 2003, 6495, 5113
Sint-Oedenrode, 2006, 6495, 5125
Sint-Oedenrode, 2008, 6495, 5116
Sint-Oedenrode, 2010, 6495, 5098
Sint-Oedenrode, 2012, 6494, 5084
Sint-Oedenrode, 2015, 6494, 5071
Sittard-Geleen, 1996, NaN, NaN
Sittard-Geleen, 2000, NaN, NaN
Sittard-Geleen, 2003, 8141, 3423
Sittard-Geleen, 2006, 8062, 3272
Sittard-Geleen, 2008, 8062, 3282
Sittard-Geleen, 2010, 8062, 3273
Sittard-Geleen, 2012, 8058, 3243
Sittard-Geleen, 2015, 8058, 3206
Sliedrecht, 1996, 1400, 720
Sliedrecht, 2000, 1400, 656
Sliedrecht, 2003, 1400, 662
Sliedrecht, 2006, 1400, 661
Sliedrecht, 2008, 1400, 661
Sliedrecht, 2010, 1400, 655
Sliedrecht, 2012, 1401, 653
Sliedrecht, 2015, 1401, 646
Slochteren, 1996, 15884, 13217
Slochteren, 2000, 15884, 13121
Slochteren, 2003, 15884, 12873
Slochteren, 2006, 15884, 12837
Slochteren, 2008, 15884, 12781
Slochteren, 2010, 15884, 12715
Slochteren, 2012, 15887, 12701
Slochteren, 2015, 15887, 12455
Sluis, 1996, NaN, NaN
Sluis, 2000, NaN, NaN
Sluis, 2003, 30701, 25035
Sluis, 2006, 30701, 24921
Sluis, 2008, 30701, 24936
Sluis, 2010, 30701, 24867
Sluis, 2012, 30716, 24726
Sluis, 2015, 30716, 24416
Smallingerland, 1996, 12605, 9428
Smallingerland, 2000, 12615, 9178
Smallingerland, 2003, 12615, 9029
Smallingerland, 2006, 12615, 8928
Smallingerland, 2008, 12615, 8874
Smallingerland, 2010, 12615, 8825
Smallingerland, 2012, 12617, 8876
Smallingerland, 2015, 12617, 8790
Soest, 1996, 4614, 1295
Soest, 2000, 4645, 1293
Soest, 2003, 4645, 1314
Soest, 2006, 4645, 1286
Soest, 2008, 4645, 1276
Soest, 2010, 4645, 1276
Soest, 2012, 4643, 1276
Soest, 2015, 4643, 1274
Someren, 1996, 8343, 5790
Someren, 2000, 8143, 5527
Someren, 2003, 8143, 5582
Someren, 2006, 8143, 5579
Someren, 2008, 8143, 5543
Someren, 2010, 8143, 5530
Someren, 2012, 8150, 5436
Someren, 2015, 8150, 5436
Son en Breugel, 1996, 2664, 1341
Son en Breugel, 2000, 2664, 1307
Son en Breugel, 2003, 2664, 1274
Son en Breugel, 2006, 2649, 1254
Son en Breugel, 2008, 2649, 1256
Son en Breugel, 2010, 2649, 1192
Son en Breugel, 2012, 2651, 1185
Son en Breugel, 2015, 2651, 1179
Stadskanaal, 1996, 11996, 9682
Stadskanaal, 2000, 11996, 9482
Stadskanaal, 2003, 11996, 9354
Stadskanaal, 2006, 11996, 9294
Stadskanaal, 2008, 11996, 9291
Stadskanaal, 2010, 11996, 9247
Stadskanaal, 2012, 11994, 9225
Stadskanaal, 2015, 11994, 9290
Staphorst, 1996, 13656, 11086
Staphorst, 2000, 13574, 10987
Staphorst, 2003, 13570, 10954
Staphorst, 2006, 13570, 10922
Staphorst, 2008, 13570, 10818
Staphorst, 2010, 13570, 11199
Staphorst, 2012, 13569, 11225
Staphorst, 2015, 13569, 11165
Stede Broec, 1996, 1642, 823
Stede Broec, 2000, 1642, 807
Stede Broec, 2003, 1642, 784
Stede Broec, 2006, 1642, 781
Stede Broec, 2008, 1642, 747
Stede Broec, 2010, 1642, 740
Stede Broec, 2012, 1637, 716
Stede Broec, 2015, 1637, 712
Steenbergen, 1996, 8772, 7609
Steenbergen, 2000, 15879, 12718
Steenbergen, 2003, 15879, 12724
Steenbergen, 2006, 15879, 12733
Steenbergen, 2008, 15879, 12685
Steenbergen, 2010, 15879, 12639
Steenbergen, 2012, 15914, 12543
Steenbergen, 2015, 15914, 12442
Steenwijkerland, 1996, NaN, NaN
Steenwijkerland, 2000, NaN, NaN
Steenwijkerland, 2003, 32169, 19426
Steenwijkerland, 2006, 32169, 19354
Steenwijkerland, 2008, 32169, 19184
Steenwijkerland, 2010, 32169, 19238
Steenwijkerland, 2012, 32159, 19217
Steenwijkerland, 2015, 32159, 19000
Stein (L.), 1996, 2277, 1053
Stein (L.), 2000, 2276, 997
Stein (L.), 2003, 2278, 996
Stein (L.), 2006, 2278, 976
Stein (L.), 2008, 2278, 970
Stein (L.), 2010, 2278, 963
Stein (L.), 2012, 2280, 949
Stein (L.), 2015, 2280, 951
Stichtse Vecht, 1996, NaN, NaN
Stichtse Vecht, 2000, NaN, NaN
Stichtse Vecht, 2003, NaN, NaN
Stichtse Vecht, 2006, NaN, NaN
Stichtse Vecht, 2008, NaN, NaN
Stichtse Vecht, 2010, NaN, NaN
Stichtse Vecht, 2012, 10682, 7140
Stichtse Vecht, 2015, 10682, 7121
Strijen, 1996, 5773, 4663
Strijen, 2000, 5772, 4605
Strijen, 2003, 5772, 4551
Strijen, 2006, 5772, 4392
Strijen, 2008, 5772, 4389
Strijen, 2010, 5772, 4341
Strijen, 2012, 5770, 4311
Strijen, 2015, 5770, 4312
S�dwest-Frysl�n, 1996, NaN, NaN
S�dwest-Frysl�n, 2000, NaN, NaN
S�dwest-Frysl�n, 2003, NaN, NaN
S�dwest-Frysl�n, 2006, NaN, NaN
S�dwest-Frysl�n, 2008, NaN, NaN
S�dwest-Frysl�n, 2010, NaN, NaN
S�dwest-Frysl�n, 2012, 81314, 37102
S�dwest-Frysl�n, 2015, 83872, 39338
Terneuzen, 1996, 18164, 9289
Terneuzen, 2000, 18164, 9129
Terneuzen, 2003, 31778, 20027
Terneuzen, 2006, 31778, 19786
Terneuzen, 2008, 31778, 19866
Terneuzen, 2010, 31778, 19747
Terneuzen, 2012, 31776, 19686
Terneuzen, 2015, 31776, 19653
Terschelling, 1996, 67400, 1555
Terschelling, 2000, 67400, 1541
Terschelling, 2003, 67400, 1535
Terschelling, 2006, 67400, 1483
Terschelling, 2008, 67400, 1472
Terschelling, 2010, 67400, 1481
Terschelling, 2012, 67399, 1450
Terschelling, 2015, 67399, 1368
Texel, 1996, 46328, 10316
Texel, 2000, 46328, 10295
Texel, 2003, 46328, 10234
Texel, 2006, 46328, 10194
Texel, 2008, 46328, 10159
Texel, 2010, 46328, 10146
Texel, 2012, 46316, 10114
Texel, 2015, 46316, 10002
Teylingen, 1996, NaN, NaN
Teylingen, 2000, NaN, NaN
Teylingen, 2003, NaN, NaN
Teylingen, 2006, 3363, 1834
Teylingen, 2008, 3363, 1797
Teylingen, 2010, 3363, 1793
Teylingen, 2012, 3349, 1788
Teylingen, 2015, 3349, 1758
Tholen, 1996, 25422, 12488
Tholen, 2000, 25451, 12438
Tholen, 2003, 25451, 12355
Tholen, 2006, 25441, 12034
Tholen, 2008, 25441, 12137
Tholen, 2010, 25441, 12092
Tholen, 2012, 25400, 12011
Tholen, 2015, 25400, 11965
Tiel, 1996, 3263, 1775
Tiel, 2000, 3263, 1736
Tiel, 2003, 3484, 1809
Tiel, 2006, 3484, 1738
Tiel, 2008, 3484, 1708
Tiel, 2010, 3484, 1707
Tiel, 2012, 3481, 1714
Tiel, 2015, 3551, 1764
Tilburg, 1996, 8019, 2386
Tilburg, 2000, 11889, 4404
Tilburg, 2003, 11883, 4355
Tilburg, 2006, 11915, 4189
Tilburg, 2008, 11915, 4092
Tilburg, 2010, 11915, 3905
Tilburg, 2012, 11918, 3829
Tilburg, 2015, 11915, 3842
Tubbergen, 1996, 14742, 12752
Tubbergen, 2000, 14740, 12716
Tubbergen, 2003, 14740, 12722
Tubbergen, 2006, 14740, 12701
Tubbergen, 2008, 14740, 12662
Tubbergen, 2010, 14740, 12635
Tubbergen, 2012, 14744, 12603
Tubbergen, 2015, 14744, 12585
Twenterand, 1996, NaN, NaN
Twenterand, 2000, NaN, NaN
Twenterand, 2003, 10817, 8139
Twenterand, 2006, 10817, 8102
Twenterand, 2008, 10817, 8071
Twenterand, 2010, 10817, 8006
Twenterand, 2012, 10814, 7974
Twenterand, 2015, 10814, 7938
Tynaarlo, 1996, NaN, NaN
Tynaarlo, 2000, 14765, 11331
Tynaarlo, 2003, 14765, 11324
Tynaarlo, 2006, 14765, 11240
Tynaarlo, 2008, 14765, 11203
Tynaarlo, 2010, 14766, 11158
Tynaarlo, 2012, 14770, 11067
Tynaarlo, 2015, 14770, 10861
Tytsjerksteradiel, 1996, 16142, 12907
Tytsjerksteradiel, 2000, 16142, 12646
Tytsjerksteradiel, 2003, 16142, 12550
Tytsjerksteradiel, 2006, 16142, 12505
Tytsjerksteradiel, 2008, 16142, 12429
Tytsjerksteradiel, 2010, 16142, 12365
Tytsjerksteradiel, 2012, 16141, 12303
Tytsjerksteradiel, 2015, 16141, 12086
Uden, 1996, 6759, 4458
Uden, 2000, 6759, 4400
Uden, 2003, 6759, 4307
Uden, 2006, 6759, 4228
Uden, 2008, 6759, 4226
Uden, 2010, 6759, 4185
Uden, 2012, 6753, 4162
Uden, 2015, 6753, 4114
Uitgeest, 1996, 2231, 1518
Uitgeest, 2000, 2231, 1515
Uitgeest, 2003, 2231, 1508
Uitgeest, 2006, 2231, 1491
Uitgeest, 2008, 2231, 1487
Uitgeest, 2010, 2231, 1480
Uitgeest, 2012, 2229, 1481
Uitgeest, 2015, 2229, 1475
Uithoorn, 1996, 1949, 1204
Uithoorn, 2000, 1949, 1123
Uithoorn, 2003, 1949, 1099
Uithoorn, 2006, 1949, 1086
Uithoorn, 2008, 1949, 1052
Uithoorn, 2010, 1949, 1027
Uithoorn, 2012, 1942, 1028
Uithoorn, 2015, 1942, 989
Urk, 1996, 10500, 145
Urk, 2000, 10500, 82
Urk, 2003, 10990, 484
Urk, 2006, 10990, 439
Urk, 2008, 10990, 440
Urk, 2010, 10990, 432
Urk, 2012, 10991, 419
Urk, 2015, 10991, 408
Utrecht (gemeente), 1996, 6409, 1469
Utrecht (gemeente), 2000, 6409, 1164
Utrecht (gemeente), 2003, 9932, 3198
Utrecht (gemeente), 2006, 9932, 2709
Utrecht (gemeente), 2008, 9932, 2666
Utrecht (gemeente), 2010, 9921, 2545
Utrecht (gemeente), 2012, 9921, 2454
Utrecht (gemeente), 2015, 9921, 2399
Utrechtse Heuvelrug, 1996, NaN, NaN
Utrechtse Heuvelrug, 2000, NaN, NaN
Utrechtse Heuvelrug, 2003, NaN, NaN
Utrechtse Heuvelrug, 2006, 13410, 4959
Utrechtse Heuvelrug, 2008, 13410, 4951
Utrechtse Heuvelrug, 2010, 13410, 4929
Utrechtse Heuvelrug, 2012, 13409, 4888
Utrechtse Heuvelrug, 2015, 13409, 4897
Vaals, 1996, 2390, 1492
Vaals, 2000, 2390, 1481
Vaals, 2003, 2390, 1458
Vaals, 2006, 2390, 1458
Vaals, 2008, 2390, 1458
Vaals, 2010, 2390, 1456
Vaals, 2012, 2390, 1463
Vaals, 2015, 2390, 1462
Valkenburg aan de Geul, 1996, 3691, 2529
Valkenburg aan de Geul, 2000, 3691, 2503
Valkenburg aan de Geul, 2003, 3691, 2507
Valkenburg aan de Geul, 2006, 3691, 2493
Valkenburg aan de Geul, 2008, 3691, 2491
Valkenburg aan de Geul, 2010, 3691, 2466
Valkenburg aan de Geul, 2012, 3692, 2470
Valkenburg aan de Geul, 2015, 3692, 2470
Valkenswaard, 1996, 5311, 2529
Valkenswaard, 2000, 5647, 2579
Valkenswaard, 2003, 5644, 2540
Valkenswaard, 2006, 5644, 2540
Valkenswaard, 2008, 5644, 2528
Valkenswaard, 2010, 5644, 2489
Valkenswaard, 2012, 5650, 2479
Valkenswaard, 2015, 5650, 2475
Veendam, 1996, 7871, 6106
Veendam, 2000, 7871, 5958
Veendam, 2003, 7871, 5865
Veendam, 2006, 7871, 5800
Veendam, 2008, 7871, 5767
Veendam, 2010, 7871, 5713
Veendam, 2012, 7868, 5707
Veendam, 2015, 7868, 5696
Veenendaal, 1996, 1801, 393
Veenendaal, 2000, 1981, 555
Veenendaal, 2003, 1981, 496
Veenendaal, 2006, 1981, 477
Veenendaal, 2008, 1981, 441
Veenendaal, 2010, 1981, 428
Veenendaal, 2012, 1972, 403
Veenendaal, 2015, 1972, 400
Veere, 1996, 10668, 2869
Veere, 2000, 20703, 10136
Veere, 2003, 20703, 10106
Veere, 2006, 20709, 9955
Veere, 2008, 20709, 9877
Veere, 2010, 20709, 9747
Veere, 2012, 20663, 9582
Veere, 2015, 20662, 9457
Veghel, 1996, 7891, 5949
Veghel, 2000, 7892, 5803
Veghel, 2003, 7892, 5670
Veghel, 2006, 7892, 5610
Veghel, 2008, 7892, 5575
Veghel, 2010, 7892, 5539
Veghel, 2012, 7892, 5495
Veghel, 2015, 7892, 5480
Veldhoven, 1996, 3402, 1607
Veldhoven, 2000, 3192, 1380
Veldhoven, 2003, 3192, 1318
Veldhoven, 2006, 3192, 1289
Veldhoven, 2008, 3192, 1222
Veldhoven, 2010, 3192, 1259
Veldhoven, 2012, 3193, 1265
Veldhoven, 2015, 3193, 1219
Velsen, 1996, 6304, 452
Velsen, 2000, 6304, 421
Velsen, 2003, 6304, 431
Velsen, 2006, 6303, 429
Velsen, 2008, 6303, 422
Velsen, 2010, 6305, 413
Velsen, 2012, 6317, 327
Velsen, 2015, 6317, 327
Venlo, 1996, 5420, 1827
Venlo, 2000, 5420, 1655
Venlo, 2003, 8645, 3255
Venlo, 2006, 8641, 3195
Venlo, 2008, 8641, 3132
Venlo, 2010, 12895, 5149
Venlo, 2012, 12899, 4998
Venlo, 2015, 12899, 4891
Venray, 1996, 14636, 10189
Venray, 2000, 14636, 10106
Venray, 2003, 14636, 10043
Venray, 2006, 14636, 9976
Venray, 2008, 14636, 9927
Venray, 2010, 16504, 10970
Venray, 2012, 16500, 10885
Venray, 2015, 16500, 10913
Vianen, 1996, 4237, 2959
Vianen, 2000, 4237, 2935
Vianen, 2003, 4237, 2832
Vianen, 2006, 4237, 2762
Vianen, 2008, 4237, 2729
Vianen, 2010, 4237, 2749
Vianen, 2012, 4239, 2720
Vianen, 2015, 4239, 2658
Vlaardingen, 1996, 2671, 618
Vlaardingen, 2000, 2671, 603
Vlaardingen, 2003, 2671, 541
Vlaardingen, 2006, 2671, 517
Vlaardingen, 2008, 2671, 514
Vlaardingen, 2010, 2671, 510
Vlaardingen, 2012, 2669, 496
Vlaardingen, 2015, 2669, 402
Vlagtwedde, 1996, 17051, 14569
Vlagtwedde, 2000, 17051, 14263
Vlagtwedde, 2003, 17051, 14238
Vlagtwedde, 2006, 17051, 14214
Vlagtwedde, 2008, 17051, 14187
Vlagtwedde, 2010, 17051, 14135
Vlagtwedde, 2012, 17056, 14084
Vlagtwedde, 2015, 17056, 13946
Vlieland, 1996, 31579, 4
Vlieland, 2000, 31579, 4
Vlieland, 2003, 31579, 21
Vlieland, 2006, 31579, 21
Vlieland, 2008, 31579, 9
Vlieland, 2010, 31579, 9
Vlieland, 2012, 31580, 9
Vlieland, 2015, 31580, 4
Vlissingen, 1996, 34306, 1427
Vlissingen, 2000, 34497, 1333
Vlissingen, 2003, 34497, 1259
Vlissingen, 2006, 34498, 1227
Vlissingen, 2008, 34498, 1231
Vlissingen, 2010, 34498, 1242
Vlissingen, 2012, 34483, 1224
Vlissingen, 2015, 34484, 1226
Voerendaal, 1996, 3155, 2576
Voerendaal, 2000, 3155, 2562
Voerendaal, 2003, 3155, 2568
Voerendaal, 2006, 3155, 2579
Voerendaal, 2008, 3155, 2558
Voerendaal, 2010, 3155, 2540
Voerendaal, 2012, 3152, 2538
Voerendaal, 2015, 3152, 2525
Voorschoten, 1996, 1159, 519
Voorschoten, 2000, 1159, 501
Voorschoten, 2003, 1159, 492
Voorschoten, 2006, 1159, 460
Voorschoten, 2008, 1159, 455
Voorschoten, 2010, 1159, 445
Voorschoten, 2012, 1156, 442
Voorschoten, 2015, 1156, 443
Voorst, 1996, 12654, 10225
Voorst, 2000, 12653, 10193
Voorst, 2003, 12652, 10118
Voorst, 2006, 12652, 10109
Voorst, 2008, 12652, 10092
Voorst, 2010, 12652, 10087
Voorst, 2012, 12647, 10030
Voorst, 2015, 12647, 9940
Vught, 1996, 3452, 1692
Vught, 2000, 3446, 1676
Vught, 2003, 3446, 1663
Vught, 2006, 3446, 1657
Vught, 2008, 3446, 1638
Vught, 2010, 3446, 1631
Vught, 2012, 3444, 1599
Vught, 2015, 3444, 1589
Waalre, 1996, 2188, 853
Waalre, 2000, 2271, 897
Waalre, 2003, 2271, 886
Waalre, 2006, 2271, 873
Waalre, 2008, 2271, 858
Waalre, 2010, 2271, 859
Waalre, 2012, 2266, 843
Waalre, 2015, 2266, 860
Waalwijk, 1996, 2357, 1096
Waalwijk, 2000, 6774, 4552
Waalwijk, 2003, 6774, 4441
Waalwijk, 2006, 6772, 4388
Waalwijk, 2008, 6772, 4367
Waalwijk, 2010, 6772, 4322
Waalwijk, 2012, 6765, 4258
Waalwijk, 2015, 6765, 4229
Waddinxveen, 1996, 2939, 2004
Waddinxveen, 2000, 2939, 1993
Waddinxveen, 2003, 2939, 1979
Waddinxveen, 2006, 2939, 1948
Waddinxveen, 2008, 2939, 1925
Waddinxveen, 2010, 2939, 1921
Waddinxveen, 2012, 2940, 1887
Waddinxveen, 2015, 2940, 1824
Wageningen, 1996, 3235, 1560
Wageningen, 2000, 3235, 1540
Wageningen, 2003, 3235, 1530
Wageningen, 2006, 3235, 1531
Wageningen, 2008, 3235, 1533
Wageningen, 2010, 3235, 1529
Wageningen, 2012, 3236, 1511
Wageningen, 2015, 3236, 1515
Wassenaar, 1996, 6250, 1284
Wassenaar, 2000, 6250, 1267
Wassenaar, 2003, 6250, 1190
Wassenaar, 2006, 6250, 1227
Wassenaar, 2008, 6250, 1226
Wassenaar, 2010, 6250, 1214
Wassenaar, 2012, 6240, 1207
Wassenaar, 2015, 6240, 1206
Waterland, 1996, 11564, 4533
Waterland, 2000, 11564, 4531
Waterland, 2003, 11564, 4495
Waterland, 2006, 11564, 4493
Waterland, 2008, 11564, 4494
Waterland, 2010, 11564, 4504
Waterland, 2012, 11566, 4513
Waterland, 2015, 11566, 4519
Weert, 1996, 9330, 5118
Weert, 2000, 10544, 5920
Weert, 2003, 10544, 5878
Weert, 2006, 10544, 5886
Weert, 2008, 10544, 5896
Weert, 2010, 10544, 5823
Weert, 2012, 10554, 5796
Weert, 2015, 10554, 5744
Weesp, 1996, 2188, 1592
Weesp, 2000, 2188, 1576
Weesp, 2003, 2188, 1541
Weesp, 2006, 2188, 1555
Weesp, 2008, 2188, 1546
Weesp, 2010, 2186, 1543
Weesp, 2012, 2183, 1521
Weesp, 2015, 2183, 1503
Werkendam, 1996, 8234, 5181
Werkendam, 2000, 12173, 8049
Werkendam, 2003, 12173, 7946
Werkendam, 2006, 12173, 7947
Werkendam, 2008, 12173, 7649
Werkendam, 2010, 12173, 7614
Werkendam, 2012, 12176, 7479
Werkendam, 2015, 12176, 7408
West Maas en Waal, 1996, 8515, 6587
West Maas en Waal, 2000, 8515, 6448
West Maas en Waal, 2003, 8515, 6542
West Maas en Waal, 2006, 8515, 6525
West Maas en Waal, 2008, 8515, 6533
West Maas en Waal, 2010, 8515, 6444
West Maas en Waal, 2012, 8521, 6354
West Maas en Waal, 2015, 8521, 6296
Westerveld, 1996, NaN, NaN
Westerveld, 2000, 28275, 16174
Westerveld, 2003, 28275, 16140
Westerveld, 2006, 28275, 16015
Westerveld, 2008, 28275, 15954
Westerveld, 2010, 28275, 15810
Westerveld, 2012, 28274, 15691
Westerveld, 2015, 28274, 15495
Westervoort, 1996, 784, 327
Westervoort, 2000, 784, 324
Westervoort, 2003, 784, 299
Westervoort, 2006, 784, 305
Westervoort, 2008, 784, 216
Westervoort, 2010, 784, 207
Westervoort, 2012, 784, 263
Westervoort, 2015, 784, 287
Westland, 1996, NaN, NaN
Westland, 2000, NaN, NaN
Westland, 2003, NaN, NaN
